Id,医生职称,医生科室,医生所在城市,医生有无简介,医生在线活动量,医生个人网站总访问量,总文章数,总患者数,患者投票数,感谢信数,心意礼物数,医生欢迎词,Mark(不要使用该列),欢迎词字数,sentiment,positive_prob,医生临床职称,医生教学科研职称
7715,主任医师 ,妇产科,深圳,1,180,"31,730",1,24,2,1,0,让我们共同与疾病抗争行医30年，有些经验，愿以所能，解您之忧,226806,30,2,0.893568,主任医师,无
7716,主任医师 ,普外科,泰安,1,680,"69,585",0,39,3,0,1,祝您康复,226833,4,2,0.964928,主任医师,无
7717,住院医师 ,胸外科,哈尔滨,0,0,"1,595",0,0,0,0,0,无,226846,0,0,0.0315851,住院医师,无
7718,主治医师 ,皮肤科,济南,0,90,"3,412",0,10,3,0,0,无,226854,0,0,0.0315851,主治医师,无
7719,主任医师 ,神经外科,信阳,1,0,"18,506",2,0,1,0,0,无,226857,0,0,0.0315851,主任医师,无
7720,主治医师 ,脊髓修复科,济南,1,5,"3,065",0,1,0,0,0,无,226859,0,0,0.0315851,主治医师,无
7721,副主任医师 ,麻醉科,西宁,0,0,"21,204",2,1,0,0,1,无,226859,0,0,0.0315851,副主任医师,无
7722,副主任医师 副教授 ,消化内科,泰安,1,0,"7,790",0,0,2,0,1,无,226920,0,0,0.0315851,副主任医师,副教授
7723,主治医师 讲师 ,眼科,郑州,1,224,"23,486",3,0,0,0,0,欢迎来到河南省眼科医院医院网站：www.hnbaineizhang.com可以解答您的疑问，愿您健康。,226923,51,2,0.842203,主治医师,讲师
7724,主任医师 教授 ,妇科,齐齐哈尔,1,0,"83,929",3,9,11,2,0,齐齐哈尔医学院附属第三医院妇产二科欢迎您！欢迎各位患者朋友到齐齐哈尔医学院附属第三医院妇产二科咨询、就诊；也可网上留言咨询（由于工作忙不能及时答复请谅解！）可以电话约诊：0452-2697361（主任办）、0452-2697360（护士办）、0452-2697359（医生办）,226931,138,2,0.974715,主任医师,教授
7725,主任医师 教授 ,神经外科,西安,1,1135,"105,444",7,89,9,2,9,医乃仁术医者父母心春天的银丝巩守平不知细叶谁裁出，二月春风似剪刀；惟愿患者满意归，孰晓医者银丝稠！,226977,49,1,0.49293,主任医师,教授
7726,副主任医师 副教授 ,神经内科,大庆,0,10,319,2,1,0,0,0,无,227052,0,0,0.0315851,副主任医师,副教授
7727,主任医师 教授 ,烧伤科,济南,1,137869,"6,503,053",79,10533,23,25,157,天使的使命欢迎进入网站！解疑答问，指导就医，最理想的康复是我的心愿！要生存，先做一株小草,227089,44,2,0.930427,主任医师,教授
7728,主治医师 讲师 ,胃肠胰腺外科,沈阳,0,35,"1,959",0,7,0,0,0,欢迎您访问我的个人网站，希望我的解答会给您带来帮助...专长：胃肠道疾病，腹外疝及腹壁肿物手术治疗,227103,49,2,0.992404,主治医师,讲师
7729,住院医师 ,结核科,合肥,0,0,"9,206",0,0,0,0,0,无,227130,0,0,0.0315851,住院医师,无
7730,住院医师 ,肾内科,大同,0,200,"1,290",0,23,0,0,0,无,227189,0,0,0.0315851,住院医师,无
7731,主治医师 讲师 ,四肢关节科,长春,1,0,"2,543",0,0,1,0,0,无,227219,0,0,0.0315851,主治医师,讲师
7732,主任医师 教授 ,针灸科,长春,1,0,678,3,1,2,0,0,无,227241,0,0,0.0315851,主任医师,教授
7733,主治医师 讲师 ,泌尿肿瘤科,天津,1,13110,"8,660,272",29,784,15,16,15,杜君医生真诚为每一位患者进行诊断治疗！杜君，男，主治医师，中国医科大学外科学博士（硕博连读），曾受邀到日本香川大学做访问学者2年，并以第一作者发表SCI学术论文2篇。于2010年受美国泌尿外科年会（AUAannualmeeting）邀请并做大会报告，受到广泛好评。后于201...1年受中国泌尿外科年会（CUAannualmeeting）邀请并做大会报告。擅长泌尿生殖系统肿瘤诊断及治疗。目前主要研究方向为微创手术技术（腹腔镜及膀胱镜等）在泌尿生殖系统常,227314,227,2,0.997483,主治医师,讲师
7734,副主任医师 ,内科,保定,0,10,"3,558",0,2,0,0,0,无,227316,0,0,0.0315851,副主任医师,无
7735,住院医师 ,普外一科,哈尔滨,1,176,"13,931",0,1,1,0,0,一切为了您的健康您的健康就是我们奋斗的动力源！,227391,23,2,0.940371,住院医师,无
7736,副主任医师 ,急救中心,葫芦岛,1,215,"7,645",0,3,2,0,0,健康守护者追求健康，保持美丽人生!,227419,17,2,0.999804,副主任医师,无
7737,主治医师 ,肾脏内科,长沙,1,350,"16,014",0,12,0,0,0,无,227445,0,0,0.0315851,主治医师,无
7738,主治医师 ,神经内科,天津,1,6652,"307,730",0,379,3,3,15,新浪微博关注我我的新浪微博http://weibo.com/u/1418868567，有兴趣的可以加关注。请就诊患者提前在一楼导诊处使用医指通预约挂号，现在门诊有专门预约挂号窗口。对于我的回答如果您感觉有帮助，请投票支持我！感谢写感谢信、送花束、投...票的患者，在此非常感谢您对我的支持与鼓励！展开>>收起<<,227466,156,2,0.999732,主治医师,无
7739,副主任医师 讲师 ,运动医学科,深圳,1,891,"100,402",13,49,15,6,6,无,227511,0,0,0.0315851,副主任医师,讲师
7740,主治医师 ,骨肿瘤科,北京,0,5110,"290,137",7,514,14,5,21,无,227525,0,0,0.0315851,主治医师,无
7741,主治医师 助教 ,风湿骨病科,郑州,1,85,"9,445",7,12,0,0,0,无,227585,0,0,0.0315851,主治医师,助教
7742,住院医师 ,风湿内科,长沙,0,0,"1,132",0,0,0,0,0,无,227607,0,0,0.0315851,住院医师,无
7743,主治医师 ,急诊危重症中心,北京,0,0,"1,817",0,0,0,0,0,无,227616,0,0,0.0315851,主治医师,无
7744,主治医师 ,普外科,厦门,0,200,"6,365",0,0,0,0,0,无,227622,0,0,0.0315851,主治医师,无
7745,主任医师 ,妇科,四平,1,620,"37,866",0,26,1,1,0,无,227681,0,0,0.0315851,主任医师,无
7746,主治医师 ,医学遗传研究所,郑州,1,0,"7,537",0,0,0,0,1,无,227752,0,0,0.0315851,主治医师,无
7747,副主任医师 ,脑科医院,郑州,1,2711,"167,874",71,125,7,5,22,欢迎您来电咨询郑州人民医院帕金森肝豆状核变性病区中国郑州文化路与红旗路交叉口向东100米路南可乘6路、K6路、28路、K28路、105路南线、105路北线、211路、83路、93路、95路、23路、27路、71路、22路、30路、T...5路、506路、K906　Y806路、86路、63路、K811路、517路公交车到郑州人民医院下车即到。南方医科大学附属郑州人民医院脑科医院3楼帕金森肝豆状核变性病区0371-67079823；67079,227772,221,2,0.902347,副主任医师,无
7748,主治医师 ,普外科,呼和浩特,0,200,"30,755",5,0,0,0,0,无,227777,0,0,0.0315851,主治医师,无
7749,主任医师 副教授 ,胸外科,太原,1,0,"5,911",0,0,0,0,0,无,227802,0,0,0.0315851,主任医师,副教授
7750,住院医师 ,消化内科,广州,0,0,"15,686",0,0,2,0,0,无,227848,0,0,0.0315851,住院医师,无
7751,副主任医师 讲师 ,外科,上海,1,5,"1,637",0,1,0,0,0,健康是幸福的基石祝愿大家都健康！,227919,16,2,0.999516,副主任医师,讲师
7752,主治医师 ,泌尿外科,莱芜,1,0,"9,628",1,0,2,0,0,无,227946,0,0,0.0315851,主治医师,无
7753,主任医师 副教授 ,内分泌科,大连,1,10,449,0,1,1,0,0,无,227985,0,0,0.0315851,主任医师,副教授
7754,副主任医师 副教授 ,检验科,郑州,1,1075,"70,596",3,46,0,0,3,无,227994,0,0,0.0315851,副主任医师,副教授
7755,主任医师 ,儿童康复中心,上海,1,6554,"455,144",0,598,9,2,14,康复一人，幸福全家。,227999,10,2,0.999436,主任医师,无
7756,副主任医师 ,超声科,锦州,1,0,"7,326",0,0,2,1,1,无,228009,0,0,0.0315851,副主任医师,无
7757,主治医师 讲师 ,感染科,上海,1,160,"12,669",5,23,1,0,0,无,228025,0,0,0.0315851,主治医师,讲师
7758,主任医师 教授 ,肝胆外科,广州,1,5,"24,890",0,4,2,0,0,无,228032,0,0,0.0315851,主任医师,教授
7759,主任医师 教授 ,血液病科,苏州,1,450,"11,660",7,33,7,2,1,无,228085,0,0,0.0315851,主任医师,教授
7760,主治医师 讲师 ,感染性疾病科,广州,1,0,665,0,0,0,0,0,无,228103,0,0,0.0315851,主治医师,讲师
7761,副主任医师 副教授 ,骨外科,武汉,1,1947,"95,191",41,75,0,0,2,无,228115,0,0,0.0315851,副主任医师,副教授
7762,副主任医师 副教授 ,神经内科,沈阳,1,0,"33,340",0,6,0,0,1,无,228168,0,0,0.0315851,副主任医师,副教授
7763,主治医师 讲师 ,口腔修复科,哈尔滨,1,200,"6,106",0,0,0,0,0,无,228178,0,0,0.0315851,主治医师,讲师
7764,主任医师 教授 ,神经内科,宁波,1,0,"4,824",0,1,5,0,0,无,228225,0,0,0.0315851,主任医师,教授
7765,主任医师 教授 ,肝胆胰脾外科,呼和浩特,1,200,"7,325",1,0,1,0,0,努力做事，诚实做人严谨博精，创新奉献，穷我所学，明您之惑，解您所困，祝您健康，作为人生和行医准则。愿为所有被肝胆胰脾疾病所折磨的患者尽绵薄之力，帮助他们早日摆脱病魔的追索，恢复健康正常生活。,228255,95,2,0.994345,主任医师,教授
7766,住院医师 ,结核病科,北京,1,200,"7,173",0,0,0,0,0,无,228274,0,0,0.0315851,住院医师,无
7767,主任医师 教授 ,普外专科,苏州,1,3080,"246,229",0,203,5,1,3,无,228283,0,0,0.0315851,主任医师,教授
7768,主任医师 教授 ,泌尿科,上海,1,29967,"1,995,083",6,2883,99,44,91,"叶医生常说：快乐是一种幸福！最新提示：1.周一下午原浦西特需门诊停诊，改为周一东院下午预约点名门诊(特注：一定需要提前预约）望患儿家长关注并相互转告。2.最近患者非常集中，我们的工作量成倍增长。虽然已经派人员看守还是可能会延误,希望广大网友多多包涵并请理解本网站的...纯公益性质。最近我们开通了新浪微博,可以通过@叶主任2011了解我们发布的一些新动态之类的微博.还望大家多多关注!为方便患者联系搜@叶主任2011可以查到预约手术的二维码和叶主任的微信二维码。",228290,231,2,0.981716,主任医师,教授
7769,主治医师 ,电诊科,长春,1,5,395,0,1,0,0,0,无,228291,0,0,0.0315851,主治医师,无
7770,副主任药师 副教授 ,药剂科,大庆,1,0,"39,293",4,0,0,0,0,无,228312,0,0,0.0315851,副主任药师,副教授
7771,副主任医师 ,呼吸科,苏州,1,2220,"236,944",14,170,5,1,1,无,228343,0,0,0.0315851,副主任医师,无
7772,副主任医师 副教授 ,口腔科,上海,1,0,"18,017",0,0,3,0,1,无,228407,0,0,0.0315851,副主任医师,副教授
7773,主任医师 ,妇瘤科,北京,1,189023,"10,218,408",98,9318,356,219,1323,祝广大网友新年快乐，心想事成，身体健康，工作愉快，...祝广大妇女身体健康；没病时请注意身体保养，定期检查身体；有病时请心态平和，谨遵医嘱，积极配合治疗，相信现代医学的水平；治疗后注意按期复查、随诊。,228409,100,2,0.996078,主任医师,无
7774,副主任医师 副教授 ,心内科,广元,1,1160,"68,440",2,159,1,0,1,关爱您身边的每个人如果您或您的亲人正被呼吸、心血管系统疾患所困扰，不妨坐下来聊聊，也许我能给您一点点提示，我也希望从你们那里学习更多知识，得到提高，更希望大家抱着疑问而来，拥有健康回去，关注健康、关爱社会，是我们医务工作者义不容辞的责任！,228508,119,2,0.997991,副主任医师,副教授
7775,主任医师 教授 ,小儿内科,石家庄,1,200,"12,348",0,1,8,0,0,无,228629,0,0,0.0315851,主任医师,教授
7776,住院医师 ,防疫科,西安,1,0,"23,860",1,0,0,0,0,无,228678,0,0,0.0315851,住院医师,无
7777,副主任医师 ,消化内科,合肥,1,16069,"909,629",8,1567,13,7,45,医者仁心医者，本天使、救死扶伤之责；仁心，救助天下病弱之人！,228679,30,2,0.975771,副主任医师,无
7778,主治医师 讲师 ,神经内科,兰州,0,0,837,0,0,1,0,0,《大医精诚》——选自孙思邈&#8226;《备急千金要方》张湛曰：“夫经方之难精，由来尚矣。”今病有内同而外异，亦有内异而外同，故五藏六腑之盈虚，血脉荣卫之通塞，固非耳目之所察，必先诊候以审之。而寸口关尺，有浮沉弦紧之乱；俞穴流注，有高下浅深之差；肌肤筋...骨，有厚薄刚柔之异。唯用心精微者，始可与言于此矣。今以至精至微之事，求之于至粗至浅这思，其不殆哉！若盈而益之，虚而损之，通而彻之，塞而壅之，寒而冷之，热而温之，是重加其疾，而望其生，吾见其死矣。故医方卜筮,228689,231,2,0.836609,主治医师,讲师
7779,副主任医师 副教授 ,普通外科,泰州,1,0,"8,269",0,1,5,2,1,无,228705,0,0,0.0315851,副主任医师,副教授
7780,副主任医师 ,中医科,大同,0,0,"7,780",0,0,1,0,0,无,228706,0,0,0.0315851,副主任医师,无
7781,副主任医师 ,肾病内科,北京,0,0,"4,844",0,0,4,0,0,慢性肾脏病患者的家园,228719,10,0,0.17893,副主任医师,无
7782,副主任医师 ,急诊科,西安,1,0,"10,349",0,0,0,0,1,无,228732,0,0,0.0315851,副主任医师,无
7783,住院医师 助教 ,肿瘤科,北京,1,606,"260,220",12,195,0,0,1,祝您健康我的进步源自你们的痛楚，你们的病痛是我前进的动力。尽吾所能为你分忧！,228744,38,0,0.0430357,住院医师,助教
7784,主治医师 讲师 ,ICU(重症监护室),广州,1,220,"17,746",0,2,1,0,0,无,228745,0,0,0.0315851,主治医师,讲师
7785,主治医师 ,中医科,锦州,0,5,833,0,1,0,0,0,中医妇产科欢迎你尽我所能，解你所惑,228747,17,2,0.898855,主治医师,无
7786,住院医师 ,肛肠痔瘘科,昆明,1,250,"25,966",1,5,0,0,0,欢迎各位朋友咨询我将以最真诚的服务与患友交流，共同谈讨有关问题，视大家为朋友，无论有任何问题，有问必答。,228766,52,2,0.947652,住院医师,无
7787,副主任医师 ,手足外科,西安,1,285,"16,072",0,45,0,0,0,无,228927,0,0,0.0315851,副主任医师,无
7788,住院医师 ,临床心理科,洛阳,1,0,"109,293",2,45,3,0,0,认识自我，拥抱健康！让世界失去色彩的，不是伤痛而是内心世界的困惑；让脸上失去笑容的，不是磨难而是静谧心灵的缄默。,229109,56,2,0.998203,住院医师,无
7789,主治医师 ,核医学科,石家庄,0,210,"29,472",12,30,1,0,0,无,229112,0,0,0.0315851,主治医师,无
7790,主任医师 ,普外科,合肥,1,320,"13,290",0,44,15,0,1,无,229144,0,0,0.0315851,主任医师,无
7791,副主任医师 ,功能神经外科,北京,1,1825,"72,343",14,293,9,2,2,医者仁心随着物质条件的改善，人们对生活品质的要求越来越高，面子问题成了衣食住行以外的另一重大问题。我们的神经外科技术已经能够很安全的解决它了，祝每个人都有一个开心的笑容！,229221,85,2,0.971742,副主任医师,无
7792,主任医师 教授 ,肾病科,上海,1,6052,"231,208",0,367,26,11,23,无,229225,0,0,0.0315851,主任医师,教授
7793,住院医师 ,中医科,天津,0,0,"1,910",0,0,0,0,0,无,229237,0,0,0.0315851,住院医师,无
7794,主治医师 ,高压氧科,北京,0,230,"11,319",1,3,1,0,0,海军总医院高压氧科咨询电话：010-66958527,229268,26,2,0.977651,主治医师,无
7795,主治医师 ,儿科,成都,0,1950,"14,619",5,212,1,1,0,专业有爱的儿科医生作为一位女儿的爸爸，我深深地理解每一位家长在孩子生病后的心情，上班时间没有没有沟通到位的，我会利用闲暇时间在网上答疑。当然，医学博大精深，也有许多我解决不了的问题，但我一定能给你正确的引导。,229318,104,2,0.9989,主治医师,无
7796,副主任医师 副教授 ,介入室,荆州,1,0,"12,626",3,0,1,0,1,无,229323,0,0,0.0315851,副主任医师,副教授
7797,副主任医师 ,眼科,南京,1,115,"5,288",4,20,0,0,0,用我们共同的努力建造光明的世界！,229329,16,2,0.985966,副主任医师,无
7798,主治医师 讲师 ,妇产科,安阳,1,555,"35,806",53,79,0,0,0,医生之本，德术并举。最好的医生是自己，最好的药物是时间，最好的运动是步行，最好的心情是宁静。选择医学可能是偶然，但你一旦选择了，就必须用一生的忠诚和热情去对待它。,229360,81,2,0.999162,主治医师,讲师
7799,住院医师 ,普外二科、肝胆血管外科,乌鲁木齐,0,0,911,0,0,0,0,0,无,229377,0,0,0.0315851,住院医师,无
7800,主任医师 ,中医科,大同,1,0,446,0,0,0,0,0,无,229404,0,0,0.0315851,主任医师,无
7801,主治医师 ,关节外科,西安,0,0,161,0,0,1,0,0,无,229448,0,0,0.0315851,主治医师,无
7802,住院医师 ,针灸科,成都,1,0,596,29,0,0,0,0,无,229526,0,0,0.0315851,住院医师,无
7803,主任医师 教授 ,鼻咽科,广州,1,210,"211,270",1,94,41,11,2,无,229526,0,0,0.0315851,主任医师,教授
7804,主治医师 ,血液科,北京,1,75,"1,119",2,8,1,0,0,"希望各位患者早日康复！擅长以中西医结合手段治疗各种血液系统疾病,包括再生障碍性贫血,骨髓增生异常综合征,急性白血病,免疫性血小板减少性紫癜,及骨髓增殖性疾病,多发性骨髓瘤,淋巴瘤等血液系统肿瘤性疾病。",229660,100,2,0.944224,主治医师,无
7805,主治医师 ,超声科,广州,0,0,476,0,0,0,0,0,细雨新途细雨新途,229663,8,2,0.992843,主治医师,无
7806,主治医师 ,肛肠科,大庆,1,70,"8,415",4,10,5,3,0,谨记我们的誓言！！健康所系、性命相托。当我步入神圣医学学府的时刻，谨庄严宣誓：我志愿献身医学，热爱祖国，忠于人民，恪守医德，尊师守纪，刻苦钻研，孜孜不倦，精益求精，全面发展。我决心竭尽全力除人类之病痛，助健康之完美，维护医术的圣洁和荣誉。...救死扶伤，不辞艰辛，执着追求，为祖国医药卫生事业的发展和人类身心健康奋斗终生！展开>>,229739,165,2,0.99981,主治医师,无
7807,主治医师 讲师 ,心血管内科,上海,0,0,333,0,0,0,0,0,无,229783,0,0,0.0315851,主治医师,讲师
7808,主治医师 副教授 ,眼科,北京,1,0,"23,047",0,2,12,2,1,无,229832,0,0,0.0315851,主治医师,副教授
7809,住院医师 ,眼底病,天津,0,0,821,0,0,0,0,0,无,229833,0,0,0.0315851,住院医师,无
7810,主治医师 ,妇产科,成都,1,0,"17,598",0,2,2,0,0,祝姐妹们身体健康！,229836,9,2,0.977485,主治医师,无
7811,住院医师 ,神经内科,绍兴,0,0,"12,085",0,1,0,0,0,无,229896,0,0,0.0315851,住院医师,无
7812,主任医师 教授 ,耳鼻咽喉科,长沙,1,430,"65,192",0,33,6,0,2,无,229902,0,0,0.0315851,主任医师,教授
